stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
1095,,"Ciudad Deportiva Gran Canaria",,28.07650965,-15.41735856,,,,,,
1098,,"Ciudad Deportiva Gran Canaria",,28.07692155,-15.41736622,,,,,,
1093,,"Blas Cabrera Felipe (Parking Hosp. Materno Insular)",,28.08031869,-15.41842814,,,,,,
1096,,"Blas Cabrera Felipe (Parking Hosp. Materno Insular)",,28.08034300,-15.41824300,,,,,,
1097,,"Blas Cabrera Felipe, 14",,28.07487800,-15.41730800,,,,,,
1100,,"Blas Cabrera Felipe, frente 16",,28.07464500,-15.41714400,,,,,,
1092,,"Blas Cabrera Felipe, frente 306",,28.08475900,-15.41906000,,,,,,
1536,,"Buenos Aires, 43",,28.10706900,-15.42005700,,,,,,
1480,,"Camilo Martinón Navarro (Tiscamanita)",,28.07605000,-15.46336667,,,,,,
1754,,"Camilo Martinón Navarro, 3",,28.07656667,-15.46356667,,,,,,
1430,,"Camilo Martinón Navarro, 30",,28.07475000,-15.46373333,,,,,,
1422,,"Camilo Martinón Navarro, 52",,28.07468333,-15.46515000,,,,,,
1758,,"Camilo Martinón Navarro, 69",,28.07461500,-15.46511700,,,,,,
1756,,"Camilo Martinón Navarro, frente 32",,28.07467000,-15.46388500,,,,,,
1183,,"Camino al Polvorín (Plaza del Sol Naciente)",,28.09674800,-15.42020500,,,,,,
1179,,"Camino al Polvorín, 10",,28.09532800,-15.42242200,,,,,,
1181,,"Camino al Polvorín, 42",,28.09618900,-15.42097900,,,,,,
1487,,"Camino Viejo El Cardón, 1",,28.11941500,-15.44806500,,,,,,
1551,,"Camino Viejo El Cardón, 55",,28.11800500,-15.45260900,,,,,,
1549,,"Camino Viejo El Cardón, frente 74",,28.11585100,-15.45487100,,,,,,
1159,,"Candelaria de Léon, 6",,28.07028200,-15.41916600,,,,,,
1178,,"Candelaria de León, 7",,28.07014600,-15.41917100,,,,,,
1047,,"Carlos Mauricio Blandy (Pl. Arucas)",,28.11581200,-15.43419200,,,,,,
1334,,"Carmen Quintana, 1",,28.10222300,-15.43201100,,,,,,
1336,,"Carmen Quintana, 33",,28.10145000,-15.43404300,,,,,,
1338,,"Carmen Quintana, 71",,28.09988300,-15.43495100,,,,,,
1335,,"Carmen Quintana, frente 1",,28.10227300,-15.43209700,,,,,,
1337,,"Carmen Quintana, frente 35",,28.10153600,-15.43390300,,,,,,
1339,,"Carmen Quintana, frente 73",,28.10005500,-15.43491200,,,,,,
1406,,"Castillejos, 23",,28.12992700,-15.44270800,,,,,,
1408,,"Castillejos, 71",,28.12873800,-15.44423100,,,,,,
1626,,"Castillo, 16",,28.09950100,-15.41775100,,,,,,
1733,,"César Manrique, 12",,28.09802300,-15.46835700,,,,,,
1724,,"César Manrique, 3",,28.09783200,-15.46847200,,,,,,
1701,,"César Manrique, 88",,28.09948000,-15.47026100,,,,,,
1728,,"César Manrique, frente 102",,28.09988100,-15.47119000,,,,,,
1182,,"Concejal Andrés Alvarado Janina (Local Social Hoya de La Plata)",,28.06962100,-15.42115700,,,,,,
1163,,"Concejal Andrés Alvarado Janina (Local Social Hoya de La Plata)",,28.06954200,-15.42146400,,,,,,
1110,,"Córdoba (Bomberos Vegueta)",,28.09512400,-15.41510700,,,,,,
1644,,"Córdoba (Bomberos Vegueta)",,28.09495900,-15.41537300,,,,,,
1114,,"Córdoba, 19",,28.09375200,-15.41617500,,,,,,
1116,,"Córdoba, 29",,28.09082700,-15.41811200,,,,,,
1107,,"Córdoba, 40",,28.09285100,-15.41696700,,,,,,
1118,,"Córdoba, 49",,28.08814100,-15.41938500,,,,,,
1115,,"Córdoba, 54",,28.08590800,-15.41780800,,,,,,
1120,,"Córdoba, 71",,28.08607400,-15.41792200,,,,,,
1109,,"Córdoba, frente 31",,28.09073300,-15.41828000,,,,,,
1113,,"Córdoba, frente 49",,28.08801900,-15.41957300,,,,,,
1290,,"Coronel Rocha (Nueva Isleta)",,28.15538700,-15.43076400,,,,,,
1402,,"Costa Rica, frente 33",,28.13064600,-15.44008700,,,,,,
1386,,"Cronista Martín Moreno, 8",,28.09695800,-15.44448100,,,,,,
1332,,"Cruz de Piedra, 9",,28.10294200,-15.43056300,,,,,,
1333,,"Cruz de Piedra, frente 7",,28.10318200,-15.43042800,,,,,,
1442,,"Cruz del Ovejero, 28",,28.09855000,-15.47738333,,,,,,
1797,,"Cuesta Blanca, 34",,28.09367700,-15.46115900,,,,,,
1780,,"Cuesta Blanca, 41",,28.09283800,-15.46108400,,,,,,
1778,,"Cuesta Blanca, 9",,28.09474800,-15.46049100,,,,,,
1795,,"Cuesta Blanca, frente 11",,28.09471300,-15.46058600,,,,,,
1060,,"Deán Rodríguez Bolaños (Pl. Alvarado y Saz)",,28.11159900,-15.43705300,,,,,,
1130,,"Debussy, 3",,28.07274600,-15.42199200,,,,,,
1132,,"Debussy, 9",,28.07348000,-15.41981900,,,,,,
1134,,"Debussy, frente  6",,28.07392600,-15.41833400,,,,,,
1074,,"Diego Betancor Suárez, 19",,28.10924500,-15.44553700,,,,,,
1076,,"Diego Betancor Suárez, 39",,28.11208700,-15.44490300,,,,,,
1943,,"Doctor Juan Domínguez Pérez (El Sebadal)",,28.16152100,-15.41064400,,,,,,
1557,,"Doctor Juan Domínguez Pérez, 18",,28.15981200,-15.41202600,,,,,,
1555,,"Doctor Juan Domínguez Pérez, 2",,28.15631400,-15.41559500,,,,,,
1554,,"Doctor Juan Domínguez Pérez, 25",,28.15842900,-15.41370700,,,,,,
1568,,"Doctor Juan Domínguez Pérez, 49",,28.16013200,-15.41196400,,,,,,
1451,,"Doctor Sventenius (enlace líneas 12-13)",,28.08096667,-15.41863333,,,,,,
125,,"Doctor Sventenius, frente 16",,28.08313978,-15.41951119,,,,,,
1300,,"Don Pedro Infinito (Iglesia Los Dolores)",,28.11232600,-15.42906100,,,,,,
1363,,"Don Pedro Infinito, 120",,28.10844300,-15.43469500,,,,,,
1365,,"Don Pedro Infinito, 152",,28.10772500,-15.43609300,,,,,,
1367,,"Don Pedro Infinito, 194",,28.10658300,-15.43832100,,,,,,
1369,,"Don Pedro Infinito, 204",,28.10591100,-15.43972800,,,,,,
1291,,"Don Pedro Infinito, 24",,28.11044400,-15.43095600,,,,,,
1328,,"Don Pedro Infinito, 54",,28.10971500,-15.43228500,,,,,,
1774,,"Dña. J. Marrero, 11",,28.10749800,-15.46170200,,,,,,
1776,,"Dña. J. Marrero, 61",,28.10821900,-15.46306500,,,,,,
1783,,"Dña. J. Marrero, 70",,28.10827600,-15.46340900,,,,,,
1781,,"Dña. J. Marrero, frente 11",,28.10760700,-15.46156900,,,,,,
1075,,"Dr. Hernán Pérez de Grado (La Portadilla)",,28.09812200,-15.41759300,,,,,,
1073,,"Dr. Hernán Pérez de Grado, 6",,28.09761300,-15.41540600,,,,,,
1054,,"Echegaray, 137",,28.11455200,-15.43360900,,,,,,
1027,,"Eduardo Benot, frente 23",,28.14382500,-15.42979300,,,,,,
1025,,"Eduardo Benot, frente 5",,28.14230000,-15.43011667,,,,,,
1292,,"Eduardo Peñate Santana, local 4",,28.15445600,-15.42718900,,,,,,
1775,,"Olivo (Carretera de Almatriche)",,28.09404400,-15.45892000,,,,,,
1397,,"Emilio Arrieta, frente 7",,28.09437600,-15.44961200,,,,,,
1266,,"Emilio Ley (Parque Doramas)",,28.12122903,-15.43001886,,,,,,
1253,,"Emilio Ley (Piscinas Julio Navarro)",,28.12136111,-15.42991652,,,,,,
1258,,"Ernest Hemingway (Colegio El Batán)",,28.09211400,-15.43249800,,,,,,
1254,,"Ernest Hemingway, 9",,28.09450900,-15.43027400,,,,,,
1256,,"Ernest Hemingway, frente 132",,28.09333100,-15.43125100,,,,,,
640,,"Eufemiano Jurado (Reyes Católicos)",,28.09606484,-15.41464582,,,,,,
634,,"Eufemiano Jurado (Juzgados)",,28.09466289,-15.41355416,,,,,,
1078,,"Eufemiano Jurado (Juzgados)",,28.09484746,-15.41373789,,,,,,
1080,,"Eufemiano Jurado, frente 32",,28.09609700,-15.41708100,,,,,,
1212,,"Fama (Farnesio)",,28.09861908,-15.42559140,,,,,,
1195,,"Fama, frente 85",,28.09923400,-15.42650400,,,,,,
1161,,"Farmacéutico Arencibia Cabrera (Cofarca)",,28.08832400,-15.43394800,,,,,,
1260,,"Farmacéutico Arencibia Cabrera (Cofarca)",,28.08908800,-15.43314900,,,,,,
1527,,"Farmacéutico Arencibia Cabrera, 28",,28.08711900,-15.43523000,,,,,,
1532,,"Farmacéutico Arencibia Cabrera, frente 18",,28.08756000,-15.43457900,,,,,,
1356,,"Farmacéutico Pedro Rivero (Joaquín Belón)",,28.10447900,-15.43705600,,,,,,
1315,,"Farmacéutico Pedro Rivero (Polígono Cruz de Piedra)",,28.10203600,-15.43945800,,,,,,
1352,,"Farmacéutico Pedro Rivero, 1",,28.10202500,-15.43965100,,,,,,
1359,,"Farmacéutico Pedro Rivero, 20",,28.10451500,-15.43637600,,,,,,
1208,,"Farnesio, 13",,28.09821600,-15.42418400,,,,,,
1210,,"Farnesio, 53",,28.09945800,-15.42587200,,,,,,
1191,,"Farnesio, frente 15",,28.09841900,-15.42438100,,,,,,
1193,,"Farnesio, frente 59",,28.09956500,-15.42591400,,,,,,
1284,,"Faro, 11",,28.14896200,-15.43031200,,,,,,
1286,,"Faro, 43",,28.15069700,-15.43060800,,,,,,
1288,,"Faro, 99",,28.15311400,-15.43077300,,,,,,
1277,,"Felipe Martel (Lindero)",,28.08552000,-15.44224700,,,,,,
1488,,"Fernando Guanarteme (Pl. Betancores)",,28.13794700,-15.43439400,,,,,,
1486,,"Fernando Guanarteme (Plta. Farray)",,28.13694800,-15.43554600,,,,,,
1413,,"Fernando Guanarteme, 118",,28.13240600,-15.44078100,,,,,,
1476,,"Fernando Guanarteme (Huerto urbano)",,28.12828813,-15.44216257,,,,,,
1495,,"Fernando Guanarteme, 185",,28.12827000,-15.44200100,,,,,,
1482,,"Fernando Guanarteme, 62",,28.13429900,-15.43864700,,,,,,
1635,,"Fondos de Segura, frente 17",,28.10878500,-15.45317400,,,,,,
1129,,"Francisco Inglott Artiles,  6",,28.08408700,-15.42049500,,,,,,
1150,,"Francisco Inglott Artiles, 19",,28.08214600,-15.42009200,,,,,,
1152,,"Francisco Inglott Artiles, 33",,28.08033100,-15.42018800,,,,,,
1274,,"Pío XII, 75",,28.13120295,-15.43296341,,,,,,
1259,,"Galicia (Mercado Central)",,28.13364146,-15.43313161,,,,,,
1276,,"Galicia (Mercado Central)",,28.13324527,-15.43320134,,,,,,
1261,,"Galicia, 32",,28.13519200,-15.43325600,,,,,,
1661,,"Galilea, 31",,28.09235000,-15.48560500,,,,,,
1618,,"Galilea, 8",,28.09396000,-15.48532100,,,,,,
1599,,"Galilea, frente 6",,28.09395200,-15.48529000,,,,,,
1972,,"Gavilan (Residencial Los Granjeros)",,28.07405100,-15.42838400,,,,,,
1607,,"Gobernador Marín Acuña (Hospital Juan Carlos I)",,28.10276700,-15.42400300,,,,,,
1351,,"Gobernador Marín Acuña (Real del Castillo)",,28.10371900,-15.42866900,,,,,,
1355,,"Gobernador Marín Acuña, 24",,28.10236500,-15.42402300,,,,,,
1353,,"Gobernador Marín Acuña, 50",,28.10351000,-15.42557700,,,,,,
1673,,"Guantánamo (Centro P. Salto del Negro)",,28.05925800,-15.43225600,,,,,,
1657,,"Guantánamo, 108",,28.05955800,-15.43047900,,,,,,
1662,,"Guantánamo, 115",,28.06022900,-15.42814700,,,,,,
1664,,"Guantánamo, 165",,28.05952100,-15.43030400,,,,,,
1674,,"Guantánamo, 215",,28.05918300,-15.43220600,,,,,,
1655,,"Guantánamo, frente 121",,28.06019100,-15.42848000,,,,,,
1271,,"Gumidafe, 30",,28.15280500,-15.42809900,,,,,,
1768,,"Habana, 27",,28.12935000,-15.43959200,,,,,,
1777,,"Habana, 28",,28.12923800,-15.43977800,,,,,,
1596,,"Hebrón, 2",,28.10438333,-15.46913333,,,,,,
1598,,"Hebrón, 24",,28.10326700,-15.47044500,,,,,,
1056,,"Henry Dunant, frente 10",,28.11268100,-15.43526200,,,,,,
1384,,"Henry Dunant, frente 42",,28.11153400,-15.43731800,,,,,,
1157,,"Hoya de La Plata",,28.06964700,-15.41802500,,,,,,
1670,,"Hoya del Enamorado (IES José Saramago)",,28.10785700,-15.44878000,,,,,,
1663,,"Hoya del Enamorado (IES José Saramago)",,28.10766500,-15.44855000,,,,,,
1439,,"Ind. José Sánchez Peñate (C.C. Las Arenas)",,28.12766700,-15.44656500,,,,,,
1245,,"Ingeniero J. Bosch y Sintes, 1",,28.10848300,-15.42103400,,,,,,
1679,,"Isla de La Graciosa, 41",,28.05597500,-15.44592500,,,,,,
1677,,"Isla de La Graciosa, frente 42",,28.05669000,-15.44476100,,,,,,
1675,,"Isla de La Graciosa, frente 72",,28.05740800,-15.44313600,,,,,,
1685,,"Isla de Montaña Clara, frente 5",,28.05526300,-15.44671500,,,,,,
1457,,"José Luis Guerra de Armas (Alonso Quijano)",,28.15454100,-15.42829900,,,,,,
1440,,"José Luis Guerra de Armas (Cruce de Las Coloradas)",,28.15507900,-15.42961300,,,,,,
1204,,"Juan de Quesada (Rectorado ULPGC)",,28.09898100,-15.42054800,,,,,,
572,,"Juan Manuel Durán González (El Corte Inglés)",,28.13552100,-15.43185100,,,,,,
1316,,"Juan Manuel Durán González, 40",,28.13530500,-15.43549500,,,,,,
1031,,"Juan Rejón (Castillo de La Luz)",,28.14917100,-15.42536700,,,,,,
1034,,"Juan Rejón, 67",,28.14915400,-15.42597200,,,,,,
1030,,"Juan Rejón, 25",,28.14880400,-15.42804790,,,,,,
